"BUS","","","","","","","","","","","","","","","","","","","","","",""
"RISK MANAGEMENT AND INSUR Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"241
R M I","","","","","","","","","","","","","","","","","","","","","",""
"R M I
Dept. Total
241","507","3.261","34.9","17.0","29.4","7.7","7.7","2.2","",".","0.8","",".",".","",".","0.4","",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"241
R M I","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","47","3.191","34.0","8.5","31.9","12.8","12.8",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","98","3.145","30.6","17.3","30.6","8.2","7.1","6.1","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","276","3.272","35.9","15.6","31.2","7.6","8.3","1.4","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","421","3.234","34.4","15.2","31.1","8.3","8.6","2.4","",".",".","",".",".","",".",".","",".",".",".","."
"Special","4","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","78","3.453","37.2","25.6","21.8","3.8","3.8",".","",".","5.1","",".",".","",".","2.6","",".",".",".","."
"Prof Yr 1","2","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Prof Yr 3","2","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","4","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Dept. Total","507","3.261","34.9","17.0","29.4","7.7","7.7","2.2","",".","0.8","",".",".","",".","0.4","",".",".",".","."
