"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MEDICAL SCIENCES - MED SCH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","",""
"Med Spanish for Hlth Sci Stdts","735
001","33","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Pts, Prof. and Public Health","770
001","172","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Body in Balance","771
001","174","",".",".",".",".",".",".",".","97.1",".",".",".",".",".",".",".","2.9"
"Invaders and Defense","774
100","175","",".",".",".",".",".",".",".","97.1","1.1",".",".",".",".",".",".","1.7"
"Mind & Motion","775
001","170","",".",".",".",".",".",".",".","98.8","1.2",".",".",".",".",".",".","."
"Care Across the Life Cycle","810
021","46","",".",".",".",".",".",".",".","89.1","2.2",".",".",".",".",".",".","8.7"
"Chronic and Preventive Care","811
021","41","",".",".",".",".",".",".",".","90.2",".",".",".",".",".",".",".","9.8"
"Acute Care","812
021","45","",".",".",".",".",".",".",".","95.6",".",".",".",".",".",".",".","4.4"
"Surgical and Procedural Care","021
813","41","",".",".",".",".",".",".",".","80.5",".",".",".",".","7.3",".",".","12.2"
"","902
041","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","902
042","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","902
043","19","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","902
044","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Ambulatory Acting Internship","Course Total","57","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"MEDiC Selective","910
043","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Lab-based Teaching in Med Ed","912
010","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Case-based Teaching in Med Ed","914
044","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","918
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","918
081","1","***","","","","","","","","","",".",".",".",".",".",".","."
"IRR Medical Sciences","Course Total","2","***","","","","","","","","","","","","","","","",""
