"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMERGENCY MEDICINE","Section","#","Ave","A","","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"330
EMER MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"699
Independent Study","002","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"911
Prehospital Selective","008","5","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"958
Intro to Bedside Ultrasound","012","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"959","006","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"959","007","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"959","041","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"959","042","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"959","043","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"959","044","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"EM Regional","Course Total","8","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
"960","009","5","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","010","4","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","011","5","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"EM Elective - Basic","Course Total","14","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
"961
EM Elective - Advanced","041","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"998
Independent Study","004","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"EMER MED
330","Dept. Total","32","4.000","","6.3","",".","",".",".","",".","",".","",".","93.8","",".",".",".",".",".",".",".","."
