"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"POLITICAL SCIENCE","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","","",""
"Administrative Law","419","001","","39","3.321","38.5","23.1","25.6",".","7.7","5.1",".",".",".",".",".",".",".",".",".","."
"Contentious Politics","431","001","","31","3.774","74.2","16.1","3.2","3.2","3.2",".",".",".",".",".",".",".",".",".",".","."
"Topics in Political Philos","460","001","","11","3.591","81.8","9.1",".",".",".",".","9.1",".",".",".",".",".",".",".",".","."
"Philos, Poli, & Econ Seminar","461","001","","22","3.600","45.5","27.3","13.6",".","4.5",".",".",".",".",".",".",".","9.1",".",".","."
"Deception and Politics","463","001","","24","3.792","79.2","8.3","8.3",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"Women and Politics","469","001","","35","3.614","62.9","25.7","5.7",".",".","2.9","2.9",".",".",".",".",".",".",".",".","."
"The First Amendment","470","001","","33","3.367","39.4","27.3","15.2","3.0",".",".","6.1",".",".",".",".",".","6.1",".","3.0","."
"Campaign Finance","511","001","","41","3.388","41.5","17.1","26.8","9.8",".",".","2.4","2.4",".",".",".",".",".",".",".","."
"Prosem: Topics in Poli Sci","601","001","","7","3.833","57.1","28.6",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"Senior Honors Thesis Smr","683","001","","11","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"Directed Study","698","001","","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","3","***","","","","","","","","","","","","","","","",""
"Poli Sci-Discipline&Profession","800","001","","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Research and Writing Seminar","801","001","","6","",".",".",".",".",".",".",".","83.3",".",".",".",".","16.7",".",".","."
"Interdis W Europ Studies Sm","804","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro Stat Computing-Poli Sci","811","001","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Intro Stats in Political Sci","812","001","","20","3.825","75.0","15.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mass Political Behavior","821","001","","11","3.700","45.5","36.4","9.1",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"The Legislative Process","826","001","","8","3.786","50.0","37.5",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"Game Theory&Political Analysis","835","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Methods of Political Theory","839","001","","7","4.000","57.1",".",".",".",".",".",".",".",".",".",".",".","42.9",".",".","."
"Comparative Political Economy","840","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Field Smr-Comparative Politics","856","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intl Relations Theories","857","001","","8","3.786","62.5","12.5","12.5",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"Topics in Political Science","900","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-American Politics","904","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","919","002","","10","3.813","60.0","10.0","10.0",".",".",".",".",".",".",".",".",".","20.0",".",".","."
"","919","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sem-Adv Methodology","","Course Total","","11","3.778","54.5","18.2","9.1",".",".",".",".",".",".",".",".",".","18.2",".",".","."
"Seminar-Political Theory","931","001","","7","3.625","14.3","42.9",".",".",".",".",".",".",".",".",".",".","42.9",".",".","."
"Feminist Political Theory","933","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr:Topics in Comp Politics","948","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-International Relations","960","003","","8","3.700","37.5","12.5","12.5",".",".",".",".",".",".",".",".",".","25.0",".","12.5","."
"Political Theory Workshop","986","001","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Comparative Politic Colloquium","987","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
