"TERM : 1222","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2021-2022","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","","","",""
"BIOMEDICAL ENGINEERING","","Section
#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"207","B M E","","","","","","","","","","","","","","","","","","","","",""
"207","B M E","957
Dept. Total","3.750","59.1","18.3","6.2","1.4","0.3","",".","0.1","6.2","",".","5.1","",".","2.7","0.4","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"207","B M E","","","","","","","","","","","","","","","","","","","","",""
"","Freshmen","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
