"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL PHYSICS","Section","#","Ave","A","","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","","","","",""
"990","092","5","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","093","3","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","094","4","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","095","4","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","098","3","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","61","","",".","",".","",".",".","",".","",".","",".","47.5","",".",".",".","52.5",".",".",".","."
