"PHARMACY","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"726
PHARMACY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","125
001","22","3.886","86.4","4.5","9.1",".",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"","125
002","32","3.969","96.9",".","3.1",".",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Exploring Pharmacy I","Course Total","54","3.935","92.6","1.9","5.6",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Pharm Integrated Learning Lab","423
001","138","3.975","95.7","3.6","0.7",".",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"","490
001","11","4.000","100.0",".",".",".",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"","490
002","8","4.000","100.0",".",".",".",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Selected Topics in Pharmacy","Course Total","19","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Safety & Quality-Med Use Sys","608
001","124","3.774","64.5","27.4","6.5","1.6",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Rural Pharmacy Practice","630
001","15","4.000","100.0",".",".",".",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Phmceut","001
645","123","3.447","42.3","13.0","38.2","4.9","1.6","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Biotech&Phmacogenomics","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cannabinoids","674
001","29","3.804","69.0","20.7","3.4","3.4",".","",".","",".",".","",".","",".",".","",".","",".","",".","3.4","."
"CNS Drug Principles I","770
001","23","3.652","52.2","34.8","8.7",".","4.3","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"PHARMACY
726","Dept. Total","525","3.746","72.4","13.3","11.8","1.7","0.6","",".","",".","",".","",".",".","",".","",".","",".",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"726
PHARMACY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","38","3.908","89.5","2.6","7.9",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","15","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","54","3.935","92.6","1.9","5.6",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","11","3.850","63.6","27.3",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","9.1","."
"Graduate","","42","3.718","61.9","26.2","7.1","2.4","2.4","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","157","3.978","96.2","3.2","0.6",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","261","3.659","55.9","19.2","21.1","3.1","0.8","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","418","3.721","71.1","13.2","13.4","1.9","0.5","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","525","3.746","72.4","13.3","11.8","1.7","0.6","",".","",".","",".","",".",".","",".","",".","",".",".","0.2","."
