"","699
293","","2","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
296","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","","11","3.968","90.9","9.1","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Indiv 4th Yr Clin Clerkship","919
009","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"OPHTHALM
702","Dept. Total","","12","3.970","91.7","8.3","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","5","3.909","80.0","20.0","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","5","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","11","3.968","90.9","9.1","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","1","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","1","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","12","3.970","91.7","8.3","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
