"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","",""
"960","013","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","042","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Emergency Med Clerkshp-CSC","Course Total","8","3.778","62.5","25.0","12.5",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"962
Endocrinology Clerkship-CSC","003","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","002","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","004","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Gastroenterology Clerk-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"969
Transfusion Med Clerk-CSC","008","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"971
Infect Disease Clerkshp-CSC","042","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"985","041","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"985","043","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"985","046","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Critical Care Medicine-CSC","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"988
Clin Elect Rheumtol-CSC/VAH","002","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","041","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","203","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"MEDICINE
632","Dept. Total","266","3.507","37.6","22.6","19.2","0.4","",".","",".","",".","17.7","0.8",".",".",".",".",".","1.1","0.8"
