"","490
022","","9","3.667","55.6","22.2","22.2",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","490
029","","3","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Special Topics in Nursing","Course Total","","12","3.542","50.0","16.7","25.0","8.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Capstone Practicum for RN's","519
001","","3","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"CNP
691","Dept. Total","","46","3.727","58.7","23.9","15.2","2.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"691
CNP","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","16","3.706","56.3","25.0","18.8",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","27","3.712","55.6","25.9","14.8","3.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","45","3.720","57.8","24.4","15.6","2.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","46","3.727","58.7","23.9","15.2","2.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
