"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"RURAL SOCIOLOGY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","",""
"Intro-Rural Sociol&Development","140","001","12","3.625","58.3","25.0",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Sociology","210","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"The Sociological Enterprise","211","001","6","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Gender & Work-Rural America","215","001","8","2.875","12.5","12.5","25.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"Technology and Society","245","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Envir, Nat Resources & Society","248","001","30","3.276","20.0","36.7","20.0","16.7","3.3",".",".","3.3",".",".",".",".",".",".",".","."
"Latin America-Introduction","260","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","299","025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Stats for Sociologists I","360","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","375","076","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","399","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ethics of Modern Biotechnology","565","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Knowledge and Society","610","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Gender, Society & Politics","623","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Modern American Communities","645","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Appl Demogrphy-Planning&Policy","676","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","014","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","063","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","073","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","","Course Total","7","3.800","71.4",".","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Research Methods-Sociology","750","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","875","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr: Sociol-Econ Change","940","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch:Soc-Envir, Tech, Agrofood","985","001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","063","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","070","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","072","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","073","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","075","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","","Course Total","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Reading and Research","999","073","1","***","","","","","","","","","",".",".",".",".",".",".","."
