"EDUCATIONAL POLICY STUDIES Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","",""
"300","001","","28","3.731","50.0","35.7","7.1",".",".",".",".","3.6",".",".",".",".","3.6",".",".","."
"300","002","","31","3.790","74.2","16.1","3.2","6.5",".",".",".",".",".",".",".",".",".",".",".","."
"300","003","","34","3.688","64.7","20.6","2.9","2.9",".",".","2.9","2.9",".",".",".",".","2.9",".",".","."
"300","004","","26","3.481","23.1","50.0","26.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"School and Society","Course Total","","119","3.678","54.6","29.4","9.2","2.5",".",".","0.8","1.7",".",".",".",".","1.7",".",".","."
"412
History-American Education","001","","39","3.462","41.0","23.1","25.6","7.7","2.6",".",".",".",".",".",".",".",".",".",".","."
"540
Modern Philosophies of Ed","001","","12","3.364","50.0","25.0",".","8.3",".",".","8.3","8.3",".",".",".",".",".",".",".","."
"550
Philos of Moral Education","001","","13","3.042","23.1","53.8",".",".",".",".","15.4",".",".",".",".",".","7.7",".",".","."
"567
History of African-Amer Educ","001","","10","3.550","40.0","30.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"595
Lang Politics,Ethnicity,&Ed","001","","10","3.650","60.0","10.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"600
Problems in Educ Pol","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"648
Sociology of Education","001","","9","3.556","11.1","88.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"665
Hist of Fed Role in Amer Educ","001","","17","3.765","58.8","35.3","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"699
Independent Reading","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"755
Methods-Qualitative Resch","001","","20","3.947","85.0","10.0",".",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"760
Ed in Develop Societies","001","","17","3.941","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"780
Special Topics in Educ Policy","001","","16","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"830
Financng Elem&Secondry Educ","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"870
Theories-Soc & Ed Change","001","","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908
Smr-Sociology of Education","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"963
Ed Plan&Curric-Dev Country","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"970
Smr-Anthropology&Education","001","","10","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","066","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","073","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research or Thesis","Course Total","","32","",".",".",".",".",".",".",".","75.0",".",".",".","12.5",".",".","12.5","."
"999","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","9","4.000","66.7",".",".",".",".",".",".","11.1",".",".",".",".","11.1",".","11.1","."
