"","966
044","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Pediatric Sports Med-CSC","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","","","","",""
"Ped Pulmon/Allergy Clrk-CSC","967
041","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","990
070","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PEDIAT
708","Dept. Total","","91","3.591","34.1","56.0","8.8","1.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","3","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","6","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","75","3.565","26.7","62.7","9.3","1.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","9","3.684","44.4","44.4","11.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","84","3.575","28.6","60.7","9.5","1.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","91","3.591","34.1","56.0","8.8","1.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
