"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"REHABILITATION MEDICINE","Section","#","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"840
RHAB MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"920","001","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","002","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","003","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","005","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","007","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","046","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Rehabilitatn Med Clerk-CSC","Course Total","7","3.750","57.1","42.9","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
