"TERM : 1064","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2005-2006","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ONCOLOGY","Section","#","Ave","A","AB","B","BC","","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ONCOLOGY
700","Dept. Total","186","3.673","15.6","2.7","4.8","",".","0.5","",".","",".","76.3","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","5","3.625","60.0",".","40.0","",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","9","3.533","77.8",".","11.1","",".","11.1","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","15","3.583","73.3",".","20.0","",".","6.7","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","167","3.711","10.8","3.0","3.6","",".",".","",".","",".","82.6","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","2","",".",".",".","",".",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","2","",".",".",".","",".",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","4","",".",".",".","",".",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","186","3.673","15.6","2.7","4.8","",".","0.5","",".","",".","76.3","",".",".","",".","",".","",".",".",".","."
