"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","",""
"Principles-Pro Practice&Adm","512
001","35","3.871","74.3","25.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Agents in Rehab","521
001","36","3.653","33.3","63.9","2.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prin-Therapeutic Exercise","534
001","36","3.417","5.6","72.2","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","539
001","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","539
002","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues II","Course Total","36","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","541
001","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","541
002","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues IV","Course Total","36","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Neuromusculoskeletal Movmnt","627
001","37","3.284","5.4","54.1","32.4","8.1",".",".",".",".",".",".",".",".",".",".",".","."
"Adults-Motor Cont Dysfunctn","636
001","36","3.611","25.0","72.2","2.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Issues-Rehabilitatn","641
001","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Research Practicum","642
001","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Musc-skel Assessmt/Treatmt","677
001","36","3.486","11.1","75.0","13.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","4","***","","","","","","","","","","","","","","","",""
"PHY THER
745","Dept. Total","322","3.504","17.1","40.7","8.4","0.9",".",".",".",".",".","32.9",".",".",".",".",".","."
