"TERM : 1064","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2005-2006","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACOLOGY","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","","",""
"PHMCOL-M
724","Dept. Total","186","3.805","51.1","16.1","4.8","1.6","",".","",".","",".","23.1","",".",".","",".","2.7","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","5","3.864","80.0","20.0",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","10","3.896","70.0","20.0",".",".","",".","",".","",".","10.0","",".",".","",".",".",".",".",".","."
"Undergraduates","","17","3.897","76.5","17.6",".",".","",".","",".","",".","5.9","",".",".","",".",".",".",".",".","."
"Graduate","","156","3.779","47.4","16.7","5.1","1.9","",".","",".","",".","25.0","",".",".","",".","3.2","0.6",".",".","."
"Prof Yr 1","","9","3.889","88.9",".","11.1",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","4","3.500",".","25.0",".",".","",".","",".","",".","75.0","",".",".","",".",".",".",".",".","."
"Professionals","","13","3.850","61.5","7.7","7.7",".","",".","",".","",".","23.1","",".",".","",".",".",".",".",".","."
"","Dept. Total","186","3.805","51.1","16.1","4.8","1.6","",".","",".","",".","23.1","",".",".","",".","2.7","0.5",".",".","."
