"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"613","060","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Precptrshp-Nurse Prac I","Course Total","","31","3.800","80.6","12.9",".",".","6.5",".",".",".",".",".",".",".",".",".",".","."
"614","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","040","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"614","041","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"614","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Precptrshp-Nurse Prac II","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"615","010","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"615","020","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"615","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"615","050","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"615","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Precptrshp-Nurse Prac III","Course Total","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"682","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","047","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"682","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"698
Directed Study in Nursing","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","11","3.964","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"700
Nursing Research I","001","","15","3.467","33.3","26.7","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"701
Interpretv Rsch-Health Care","001","","28","3.796","60.7","32.1","3.6",".",".",".",".",".",".",".",".",".","3.6",".",".","."
"702
Hlth Promo&Disease Prevention","001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"703
Hlth Care & Public Policy-US","001","","29","3.741","65.5","17.2","17.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"704","001","","22","3.818","72.7","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"704","002","","25","3.840","72.0","24.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadershp-Roles,Ethics,Care","Course Total","","47","3.830","72.3","21.3","6.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"715","020","","16","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","030","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Preventn&Mgmt-Hlth Probs I","Course Total","","27","3.796","66.7","25.9","7.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"716
Preventn&Mgmt-Hlth Probs II","040","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"717","010","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 382 of 401",""
