"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACEUTICAL SCIENCES","Section","#","Ave","A","AB","","B","","BC","C","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","","","","","",""
"990","047","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","048","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","059","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","060","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","063","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","082","4","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","34","",".","",".","",".",".",".","",".","",".","91.2","",".",".",".","2.9",".",".","5.9","."
"999","012","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","016","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","022","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","6","3.524","83.3","",".","",".",".","16.7","",".","",".",".","",".",".",".",".",".",".",".","."
