"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"SENIOR MEDICAL PROGRAM","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","",""
"812","081","23","3.370","17.4","39.1","43.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","082","24","3.354","12.5","45.8","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","083","24","3.500","20.8","58.3","20.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"3rd Yr Primary Care Clrkshp","Course Total","71","3.408","16.9","47.9","35.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"813","061","13","3.346","15.4","38.5","46.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"813","062","15","3.367","26.7","26.7","40.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"813","063","21","3.405","28.6","23.8","47.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"813","064","21","3.333","28.6","14.3","52.4","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Integrated Cl Neurosci Clrkshp","Course Total","70","3.364","25.7","24.3","47.1","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"840","063","5","***","","","","","","","","","",".",".",".",".",".",".","."
"840","064","4","***","","","","","","","","","",".",".",".",".",".",".","."
"840","081","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Spec 4th Yr Precept/Clrkshp","Course Total","11","3.957","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"851","063","2","***","","","","","","","","","",".",".",".",".",".",".","."
"851","064","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Appleton","Course Total","3","***","","","","","","","","","","","","","","","",""
"852","063","1","***","","","","","","","","","",".",".",".",".",".",".","."
"852","064","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Ashland","Course Total","2","***","","","","","","","","","","","","","","","",""
"853","063","1","***","","","","","","","","","",".",".",".",".",".",".","."
"853","064","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Beaver Dam","Course Total","2","***","","","","","","","","","","","","","","","",""
"854","063","1","***","","","","","","","","","",".",".",".",".",".",".","."
"854","064","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Beloit","Course Total","2","***","","","","","","","","","","","","","","","",""
"855","063","1","***","","","","","","","","","",".",".",".",".",".",".","."
"855","064","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Blk Riv Falls","Course Total","2","***","","","","","","","","","","","","","","","",""
"856","063","2","***","","","","","","","","","",".",".",".",".",".",".","."
"856","064","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Eau Claire","Course Total","4","***","","","","","","","","","","","","","","","",""
"858","063","1","***","","","","","","","","","",".",".",".",".",".",".","."
"858","064","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Green Bay","Course Total","2","***","","","","","","","","","","","","","","","",""
"859","063","1","***","","","","","","","","","",".",".",".",".",".",".","."
"859","064","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Janesville","Course Total","2","***","","","","","","","","","","","","","","","",""
"863
Preceptorship-Milwaukee","046","5","***","","","","","","","","","",".",".",".",".",".",".","."
"864","063","1","***","","","","","","","","","",".",".",".",".",".",".","."
"864","064","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Monroe","Course Total","2","***","","","","","","","","","","","","","","","",""
"865","063","1","***","","","","","","","","","",".",".",".",".",".",".","."
"865","064","1","***","","","","","","","","","",".",".",".",".",".",".","."
"865","081","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 372 of 399",""
