"Phmceut Care Specialty Clrkshp","Course Total","135","3.811","73.3","17.0","8.1","1.5",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Conf:Rsch Workers Hosp Phm","961
001","10","3.850","70.0","30.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".","."
"Advanced Independent Study","999
027","5","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"PHM PRAC
728","Dept. Total","721","3.574","49.4","18.6","18.0","10.8","1.9","0.4","0.1","0.7","",".",".","",".",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"728
PHM PRAC","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","2","3.833","50.0","50.0",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","32","3.278","25.0","28.1","21.9","15.6","6.3","3.1",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","35","3.354","28.6","28.6","20.0","14.3","5.7","2.9",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","26","3.684","50.0","23.1","7.7",".",".",".",".","19.2","",".",".","",".",".","",".",".",".","."
"Prof Yr 1","","138","3.750","92.8","0.7","2.9",".","1.4",".",".",".","",".",".","",".","2.2","",".",".",".","."
"Prof Yr 2","","268","3.226","57.8","16.0","15.7","7.8","1.1","0.7",".",".","",".",".","",".","0.7","",".",".",".","."
"Prof Yr 3","","397","3.256","57.9","8.8","17.9","11.6","2.0",".","0.3",".","",".",".","",".","1.5","",".",".",".","."
"Prof Yr 4","","242","3.812","73.1","16.1","7.4","2.5","0.8",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","1045","3.575","66.0","11.3","12.9","7.0","1.4","0.2","0.1",".","",".",".","",".","1.1","",".",".",".","."
"","Dept. Total","1106","3.574","64.5","12.1","13.0","7.1","1.5","0.3","0.1","0.5","",".",".","",".","1.0","",".",".",".","."
