"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"SENIOR MEDICAL PROGRAM","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","","","","","",""
"Preceptorship-Rhinelander","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"866
Preceptorship-Rice Lake","064","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"868","063","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"868","064","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Sheboygan","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"870","063","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"870","064","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Viroqua","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"871","063","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"871","064","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"871","081","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Wausau","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"872
Preceptorship-Woodruff","063","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"873","063","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"873","064","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Preceptor-Prairie du Sac","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"880
Preceptorship-Cross Plains","064","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"882
Preceptorship-Fitchburg","064","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"883","063","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"883","064","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Reedsburg","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"913
Extram Elect-Preventive Med","044","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"921","034","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"921","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"921","045","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Extram Elect-Anesthesiology","Course Total","4","***","","","","","","","","","","","","","","","","","","","","",""
"922","010","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","011","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","042","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","045","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Extramur Elect-Family Med","Course Total","6","3.650","50.0","33.3","16.7",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"923","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"923","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"923","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Extram Elect-Human Oncology","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"924","034","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"924","035","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"924","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"924","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"924","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"924","045","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"924","061","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Extramur Elect-Medicine","Course Total","9","3.939","88.9","11.1",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
