"","922
041","","1","***","","","","","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","922
042","","1","***","","","","","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Radiation Oncology-CSC","Course Total","","15","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".","."
"Rsch in Human Cancer Bio","990
022","","1","***","","","","","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"H ONCOL
480","Dept. Total","","21","4.000","95.2","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","4.8","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"480
H ONCOL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","","1","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","","3","4.000","66.7","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","33.3","",".",".",".","."
"Prof Yr 4","","","17","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".","."
"Professionals","","","20","4.000","95.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","5.0","",".",".",".","."
"","Dept. Total","","21","4.000","95.2","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","4.8","",".",".",".","."
