"TERM : 1062","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2005-2006","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL PHYSICS","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","",""
"MED PHYS
621","Dept. Total","257","3.537","34.2","24.1","16.3","1.2","0.4","",".","0.4","17.5","",".",".","",".","5.1","0.8",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","3","3.714","66.7",".","33.3",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","23","3.422","34.8","34.8","21.7","4.3",".","",".","4.3",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","26","3.451","38.5","30.8","23.1","3.8",".","",".","3.8",".","",".",".","",".",".",".",".",".","."
"Special","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","230","3.549","33.5","23.5","15.7","0.9","0.4","",".",".","19.6","",".",".","",".","5.7","0.9",".",".","."
"","Dept. Total","257","3.537","34.2","24.1","16.3","1.2","0.4","",".","0.4","17.5","",".",".","",".","5.1","0.8",".",".","."
