"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"PEDIATRICS","Section","#","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","","","","","",""
"965","031","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Pediatric Neurol Clerk-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"966","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"966","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"966","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Pediatric Sports Med-CSC","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"967","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Ped Pulmon/Allergy Clrk-CSC","Course Total","4","***","","","","","","","","","","","","","","","","","","","","",""
"990
Research","070","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"PEDIAT
708","Dept. Total","129","3.637","39.5","52.7","7.0","",".","",".","",".","",".","",".","0.8",".",".",".",".",".",".","."
