"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","",""
"Cardiovasc&Pulmonry Treatmt","523
001","37","3.500","16.2","67.6","16.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundatns-Phy Ther Practice","527
001","37","3.608","27.0","67.6","5.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","538
001","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","538
002","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues I","Course Total","37","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues III","540
001","36","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Chldrn-Motor Cont Dysfunctn","635
001","36","3.583","27.8","63.9","5.6","2.8",".",".",".",".",".",".",".",".",".",".",".","."
"Scientific Inquiry-Phy Ther","640
001","37","3.743","48.6","51.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Issues-Rehabilitatn","641
001","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Research Practicum","642
001","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship II","651
001","35","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship III","652
001","34","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clin Path: Implications for PT","665
001","36","3.514","16.7","69.4","13.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musculoskel Assesmnt&Trtmnt I","676
001","36","3.347","5.6","63.9","27.8",".","2.8",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","799
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"PHY THER
745","Dept. Total","402","3.532","12.9","34.8","6.2","0.2","0.2",".",".",".",".","45.5",".",".",".",".",".","."
