"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"ANESTHESIOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","",""
"","812
001","","7","3.571","28.6","57.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","812
002","","7","3.643","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","812
003","","6","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","812
004","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","812
005","","6","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","812
006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","812
007","","6","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","812
008","","9","3.611","33.3","55.6","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","812
009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","812
010","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","812
011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","812
012","","7","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Anesthesia","Course Total","","70","3.693","47.1","44.3","8.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lab Rsch-Anesthesiology-CSC","910
044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","919
007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","919
009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","3","***","","","","","","","","","","","","","","","",""
"","920
005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","920
011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","920
041","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","920
042","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","920
043","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","920
044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Anesthes Clerkship-CSC","Course Total","","14","3.962","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clin Anesth Clerk-LaCrosse","921
043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"ANESTHES
148","Dept. Total","","89","3.777","56.2","36.0","6.7",".",".",".",".","1.1",".",".",".",".",".",".",".","."
