"THERAPEUTIC SCI (DEPT-KINES Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","",""
"100
001
Orientation to Occ Ther","38","3.566","44.7","28.9","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"105
001
Health Care: Intrdis Appr","3","***","","","","","","","","","",".",".",".",".",".",".","."
"610
001
Prof Skills I: Prof Prac in OT","15","3.700","40.0","60.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"620
001
Occupational-based Thry & Prac","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"621
001
Assess Occupationl Participatn","15","3.633","33.3","60.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"630
001
Sci Inq-OT I: Evidence-Based","15","3.767","53.3","46.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"631
001
Intro-Augmentative Commun","1","***","","","","","","","","","",".",".",".",".",".",".","."
"662
001","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"662
002","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Course Total
Fieldwork in Mental Health","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"664
001","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"664
002","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"664
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Course Total
Fieldwork-Physical Disabil","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"775
001
Special Topics","9","3.813","55.6","33.3",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"THER SCI
Dept. Total
939","146","3.706","37.7","29.5","6.8","1.4",".",".",".","0.7",".","24.0",".",".",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","",""
"Freshmen","14","3.500","35.7","35.7","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","14","3.733","64.3","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","8","3.615","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","39","3.375","2.6","2.6","5.1",".",".",".",".",".",".","89.7",".",".",".",".",".","."
"Undergraduates","75","3.598","25.3","14.7","12.0","1.3",".",".",".",".",".","46.7",".",".",".",".",".","."
"Special","9","3.816","55.6","22.2",".","11.1",".",".",".","11.1",".",".",".",".",".",".",".","."
"Graduate","62","3.727","50.0","48.4","1.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dept. Total","146","3.706","37.7","29.5","6.8","1.4",".",".",".","0.7",".","24.0",".",".",".",".",".","."
