"Clin Neurol Consul Serv-CSC","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","924
002","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","924
011","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Neuromusc Disease Clerk-CSC","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEUROL
676","Dept. Total","","5","3.929","80.0","20.0","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","3.500",".","100.0","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","1","3.500",".","100.0","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","1","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","3","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","4","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","5","3.929","80.0","20.0","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
