"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHYSICIAN ASSISTANT PROGRA Section","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","N","NR","Other"
"750
PHY ASST","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"Thry & Prac-Emergency Care","348
001","28","3.815","64.3","28.6","3.6",".",".","",".","",".","",".","",".",".","",".","",".","3.6",".",".","."
"Clinical Med-Phy Asst I","400
001 301","26","3.538","30.8","50.0","15.4","3.8",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Adv Patnt Eval/Prim Care I","420
001","28","3.462","28.6","42.9","10.7","7.1","3.6","",".","",".","",".","",".",".","",".","",".","7.1",".",".","."
"Obs & Gyn-Physician Asstnts","430
001","30","3.536","30.0","40.0","23.3",".",".","",".","",".","",".","",".",".","",".","",".","6.7",".",".","."
"Phy Asst Surgery Preceptor","629
001","12","3.708","50.0","41.7","8.3",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","639
001","22","3.841","68.2","31.8",".",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","639
002","7","3.750","57.1","14.3","14.3",".",".","",".","",".","",".","",".",".","",".","",".","14.3",".",".","."
"Phy Asst Primry Care Precpt","Course Total","29","3.821","65.5","27.6","3.4",".",".","",".","",".","",".","",".",".","",".","",".","3.4",".",".","."
"Phy Asst Internl Med Precpt","649
001","15","3.786","53.3","40.0",".",".",".","",".","",".","",".","",".",".","",".","",".","6.7",".",".","."
"","699
004","1","3.000",".",".","100.0",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","699
006","1","",".",".",".",".",".","",".","",".","",".","",".",".","",".","",".","100.0",".",".","."
"Independent Study","Course Total","2","3.000",".",".","50.0",".",".","",".","",".","",".","",".",".","",".","",".","50.0",".",".","."
"750
PHY ASST","Dept. Total","170","3.705","44.7","37.6","10.6","1.8","0.6","",".","",".","",".","",".",".","",".","",".","4.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","170","3.705","44.7","37.6","10.6","1.8","0.6","",".","",".","",".","",".",".","",".","",".","4.7",".",".","."
"Undergraduates","","170","3.705","44.7","37.6","10.6","1.8","0.6","",".","",".","",".","",".",".","",".","",".","4.7",".",".","."
"","Dept. Total","170","3.705","44.7","37.6","10.6","1.8","0.6","",".","",".","",".","",".",".","",".","",".","4.7",".",".","."
