"MEDICAL SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","P","I","N","NR","Other"
"623
MED SC-V","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Externship","Course Total","33","",".",".",".",".",".",".","",".","90.9",".",".",".",".",".",".","9.1","."
"623
MED SC-V","Dept. Total","770","3.292","24.0","4.8","10.9","0.9","1.4","0.1","",".","36.0",".",".",".","19.7","1.4",".","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","","",""
"Special","","2","",".",".",".",".",".",".","",".","100.0",".",".",".",".",".",".",".","."
"Prof Yr 1","","125","",".",".",".",".",".",".","",".","35.2",".",".",".","64.8",".",".",".","."
"Prof Yr 2","","72","",".",".",".",".",".",".","",".","1.4",".",".",".","98.6",".",".",".","."
"Prof Yr 3","","245","3.150","38.8","15.1","34.3","2.9","4.5","0.4","",".","3.7",".",".",".",".",".",".","0.4","."
"Prof Yr 4","","326","4.000","27.6",".",".",".",".",".","",".","67.8",".",".",".",".","3.4",".","1.2","."
"Professionals","","768","3.292","24.1","4.8","10.9","0.9","1.4","0.1","",".","35.8",".",".",".","19.8","1.4",".","0.7","."
"","Dept. Total","770","3.292","24.0","4.8","10.9","0.9","1.4","0.1","",".","36.0",".",".",".","19.7","1.4",".","0.6","."
