"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"REHABILITATION MEDICINE","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","","N","NR","Other"
"840
RHAB MED","","Grades","","GPA","","","","","","","","","","","","","","","","","","","",""
"","920
001","","1","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"","920
007","","1","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"","920
008","","2","3.750","50.0","50.0",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"","920
009","","1","3.500",".","100.0",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"","920
010","","2","3.250",".","50.0","50.0",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"","920
042","","2","3.750","50.0","50.0",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"","920
043","","1","3.500",".","100.0",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Rehabilitatn Med Clerk-CSC","Course Total","","10","3.654","40.0","50.0","10.0",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"840
RHAB MED","Dept. Total","","10","3.654","40.0","50.0","10.0",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","",""
"840
RHAB MED","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 2","","","1","3.500",".","100.0",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 3","","","2","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 4","","","7","3.600","28.6","57.1","14.3",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Professionals","","","10","3.654","40.0","50.0","10.0",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"","Dept. Total","","10","3.654","40.0","50.0","10.0",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
