"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OPHTHALMOLOGY AND VISUAL Section","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","N","NR","Other"
"702
OPHTHALM","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"Directed Study
699
001","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"910
042","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"910
081","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med
Course Total","","2","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"919
005","","2","3.500",".","100.0","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"919
007","","1","",".",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","100.0"
"919
041","","3","4.000","66.7",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","33.3"
"Indiv 4th Yr Clin Clerkship
Course Total","","6","3.833","33.3","33.3","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","33.3"
"702
OPHTHALM
Dept. Total","","9","3.931","55.6","22.2","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","22.2"
"Summary by Level","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","2","",".",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","100.0"
"Prof Yr 3","","1","3.500",".","100.0","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","5","3.955","80.0","20.0","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","6","3.917","66.7","33.3","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Dept. Total","","9","3.931","55.6","22.2","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","22.2"
