"COLLEGE:  L&S","","","","","","","","","","","","","","","",""
"SUBJECT:  LIBRARY AND INFORMATION STUDIES (544)","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W","R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","","ENRN","TOT","",""
"A1","510","LEC","005","1","-","","","","","","","ONLINE","","11","0000235413","P / DOROTHEA SALO"
"A1","517","LEC","001","1","-","","","","","","","ONLINE","2","1","0000110350","P / CATHERINE SMITH"
"A1","517","LEC","002","1","-","","","","","","","ONLINE","1","1","0000110350","P / CATHERINE SMITH"
"A1","517","LEC","003","1","-","","","","","","","ONLINE","1","1","0000110350","P / CATHERINE SMITH"
"A1","517","LEC","005","1","-","","","","","","","ONLINE","7","7","0000110350","P / CATHERINE SMITH"
"A1","517","LEC","006","1","13:30 - 16:00","M","","","","","","0018 4207","4","3","0000110350","P / CATHERINE SMITH"
"A1","517","LEC","007","1","-","","","","","","","ONLINE","11","10","0000110350","P / CATHERINE SMITH"
"A1","601","LEC","001","1","-","","","","","","","ONLINE","","6","0005556592","P / SUSAN MITCHELL"
"A1","601","LEC","002","1","-","","","","","","","ONLINE","","10","0005556592","P / SUSAN MITCHELL"
"A1","603","LEC","001","1","13:30 - 16:00","","","R","","","","0018 4207","","22","0003633213","P / NIKKI WIESSINGER"
"A1","603","LEC","002","1","-","","","","","","","ONLINE","","26","0006225836","P / JUNG SUN OH"
"A1","612","LEC","001","1","17:30 - 20:00","","W","","","","","0018 4207","11","11","0006381425","P / ADAM RULE"
"A1","612","LEC","002","1","-","","","","","","","ONLINE","12","9","0006223964","P / PAUL AMSBARY"
"A1","612","LEC","003","1","-","","","","","","","ONLINE","1","1","0006223964","P / PAUL AMSBARY"
"A1","619","LEC","001","2","13:00 - 15:30","T","","","","","","0015 B162G","8","0","0006183121","P / MARGARET BUTLER"
"A1","620","LEC","001","1","-","","","","","","","ONLINE","7","7","0000201172","P / DEBRA SHAPIRO"
"A1","620","LEC","002","1","-","","","","","","","ONLINE","16","15","0000201172","P / DEBRA SHAPIRO"
"A1","629","LEC","001","1","09:00 - 11:30","","W","","","","","0018 4207","","22","0004931230","P / REBEKAH WILLETT"
"A1","631","LEC","001","1","-","","","","","","","ONLINE","","4","0006411250","P / DEANZA WILLIAMS"
"A1","631","LEC","002","1","-","","","","","","","ONLINE","","17","0006411250","P / DEANZA WILLIAMS"
"A1","635","LEC","002","1","-","","","","","","","ONLINE","","22","0005630497","P / MARGARET SMITH"
"A1","635","LEC","003","1","-","","","","","","","ONLINE","","7","0005630497","P / MARGARET SMITH"
"A1","640","LEC","001","1","17:30 - 20:00","","","R","","","","0018 4191F","12","9","0000812367","P / JANICE RICE"
"A1","640","LEC","002","1","17:30 - 20:00","","","R","","","","0018 4191F","12","0","0000812367","P / JANICE RICE"
"A1","640","LEC","003","1","17:30 - 20:00","","","R","","","","0018 4191F","12","0","0000812367","P / JANICE RICE"
"A1","640","LEC","009","1","13:30 - 16:00","T","","","","","","0018 4160","","3","0003649467","P / DAVID MCHUGH"
"A1","640","LEC","010","1","13:30 - 16:00","T","","","","","","0018 4160","","1","0003649467","P / DAVID MCHUGH"
"A1","640","LEC","011","1","-","","","","","","","ONLINE","","10","0004184176","P / BARBARA ALVAREZ"
"A1","640","LEC","012","1","-","","","","","","","ONLINE","","17","0004184176","P / BARBARA ALVAREZ"
