"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","",""
"Regional Develop & Planning","312","001","","15","3.233","13.3","40.0","33.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"Urban & Regional Economics","420","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Environmental Aesthetics","548","001","","7","3.357","28.6","28.6","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","590","001","","16","3.500","25.0","37.5","25.0",".",".",".",".","6.3",".",".",".",".","6.3",".",".","."
"","590","003","","10","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemp Topics-Urb & Reg Pl","","Course Total","","26","3.566","34.6","42.3","15.4",".",".",".",".","3.8",".",".",".",".","3.8",".",".","."
"Community Development","617","001","","6","3.900","66.7","16.7",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Directed Study","699","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Urban Economics","720","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","721","001","","11","3.409","27.3","36.4","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","721","002","","19","3.316","10.5","47.4","36.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Methods-Planning Analysis","","Course Total","","30","3.350","16.7","43.3","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Regional Planning","731","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Regional Econ Prob Analysis","734","001","","19","3.395","21.1","36.8","42.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Planning","741","001","","25","3.520","32.0","44.0","20.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"Energy Analys & Policy Smr","809","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Land Use Controls","830","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Land Use Policy & Planning","843","001","","28","3.537","28.6","50.0","14.3","3.6",".",".",".","3.6",".",".",".",".",".",".",".","."
"Water Resrce Inst&Policies","865","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Public Management","878","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Planning Workshop","912","001","","23","3.913","82.6","17.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Political Sociology","924","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Urban Land Econ PhD","978","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","","8","",".",".",".",".",".",".",".","87.5",".",".",".","12.5",".",".",".","."
"","999","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","","Course Total","","5","***","","","","","","","","","","","","","","","",""
