"","946
041","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","042
946","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","043
946","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Child Psych Clerk-CSC","Course Total","3","***","","","","","","","","","","","","","","","","","","","","","","",""
"PSYCHIAT
814","Dept. Total","100","3.522","33.0","47.0","14.0","2.0","3.0","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","1","3.500",".","100.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","82","3.459","23.2","54.9","15.9","1.2","3.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.2"
"Prof Yr 4","","17","3.821","82.4","5.9","5.9","5.9",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","100","3.522","33.0","47.0","14.0","2.0","3.0","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.0"
"","Dept. Total","100","3.522","33.0","47.0","14.0","2.0","3.0","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.0"
