"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"614","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","060","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Precptrshp-Nurse Prac II","Course Total","","15","3.826","73.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"615","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"615","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"615","060","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Precptrshp-Nurse Prac III","Course Total","","7","3.947","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"672
Clinicl Educ-Nursing Pract","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"680
Honors Seminar","001","","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"681","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","031","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"681","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","080","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","11","3.941","81.8","9.1",".",".",".",".",".",".",".",".",".","9.1",".",".",".","."
"682
Senior Honors Thesis","080","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"698","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","080","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"698","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","100","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","065","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","8","3.917","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"700","001","","30","3.650","63.3","16.7","10.0","6.7","3.3",".",".",".",".",".",".",".",".",".",".","."
"700","002","","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nursing Research I","Course Total","","38","3.684","63.2","21.1","7.9","5.3","2.6",".",".",".",".",".",".",".",".",".",".","."
"701
Interpretv Rsch-Health Care","001","","18","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"702
Hlth Promo&Disease Prevention","001","","42","3.750","69.0","19.0","4.8","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"703
Hlth Care & Public Policy-US","001","","37","3.595","29.7","59.5","10.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"704
Leadershp-Roles,Ethics,Care","001","","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"713
Family Process,Hlth&Illness","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715
Preventn&Mgmt-Hlth Probs I","040","","8","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"716","010","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","Page 391 of 410",""
