"TERM : 1082","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 2007-2008","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"ONCOLOGY","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","",""
"ONCOLOGY
700","183
Dept. Total","3.555","26.8","16.4","12.6","3.8","1.1",".",".","38.8",".",".",".",".","",".  
0.5
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","",""
"Freshmen","1","",".",".",".",".",".",".",".",".",".",".",".",".","",".  
100.0
.  
."
