"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"SENIOR MEDICAL PROGRAM","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","","","","","",""
"934","044","5","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Extramur Elect-Surgery","Course Total","25","3.899","80.0","20.0",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"936","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"936","042","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"936","043","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"936","044","4","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"936","045","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Extramur Elec-Emergency Med","Course Total","10","3.600","40.0","40.0","20.0",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
