"","043
936","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","044
936","4","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","045
936","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Extramur Elec-Emergency Med","Course Total","10","3.600","40.0","40.0","20.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"SR MED
882","Dept. Total","274","3.622","50.4","30.7","17.2","1.8","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","1","3.500",".","100.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","2","3.500","50.0",".","50.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","124","3.511","27.4","46.8","24.2","1.6","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","147","3.759","70.1","17.0","10.9","2.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","274","3.622","50.4","30.7","17.2","1.8","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","274","3.622","50.4","30.7","17.2","1.8","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
