"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACEUTICAL SCIENCES","Section","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","","","","","","",""
"990","082","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","083","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","38","",".","",".","",".",".","",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
"999","016","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","022","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","063","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","077","4","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","11","4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".",".",".",".",".",".","."
