"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","",""
"Foundatns-PT Eval,Exam,Diagnos","527
001","","40","3.863","77.5","17.5","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","539
001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
539","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"PT Educ&Lifespan Learning Iss","Course Total","","40","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","540
001","","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","002
540","","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues III","Course Total","","40","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clin: Tissue Mech & Adaptatns","627
001","","40","3.300","12.5","47.5","27.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Chldrn-Motor Cont Dysfunctn","635
001","","40","3.538","15.0","77.5","7.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Issues-Rehabilitatn","641
001","","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Research Practicum","642
001","","26","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship II","651
001","","37","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship III","652
001","","37","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Medicine I","664
001","","40","3.575","30.0","57.5","10.0","2.5",".",".",".",".",".",".",".",".",".",".",".","."
"Clin Path: Implications for PT","665
001","","40","3.650","47.5","35.0","17.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musculoskel Assesmnt&Trtmnt I","676
001","","40","3.463","10.0","72.5","17.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"PHY THER
745","Dept. Total","","440","3.576","26.6","28.0","7.7","1.4",".",".",".",".",".","36.4",".",".",".",".",".","."
