"TERM : 1082","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2007-2008","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACOLOGY","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHMCOL-M
724","Dept. Total","118","3.609","46.6","5.9","11.0","0.8","",".","",".","",".","25.4","",".",".","",".","9.3","",".","0.8",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","3.500",".","100.0",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","6","3.692","50.0","33.3","16.7",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","7","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","14","3.844","71.4","21.4","7.1",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","1","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"Graduate","","92","3.505","43.5","4.3","12.0","1.1","",".","",".","",".","26.1","",".",".","",".","12.0","",".","1.1",".","."
"Prof Yr 3","","9","3.818","55.6",".","11.1",".","",".","",".","",".","33.3","",".",".","",".",".","",".",".",".","."
"Prof Yr 4","","2","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"Professionals","","11","3.818","45.5",".","9.1",".","",".","",".","",".","45.5","",".",".","",".",".","",".",".",".","."
"","Dept. Total","118","3.609","46.6","5.9","11.0","0.8","",".","",".","",".","25.4","",".",".","",".","9.3","",".","0.8",".","."
