"","043
922","","2","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","046
922","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Radiation Oncology-CSC","Course Total","","12","3.974","91.7","8.3","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Rsch in Human Cancer Bio","990
022","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"H ONCOL
480","Dept. Total","","17","3.982","88.2","5.9","",".","",".","",".","",".","",".","5.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"480
H ONCOL","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","1","4.000","100.0",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","1","4.000","100.0",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","1","4.000","100.0",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","15","3.980","86.7","6.7","",".","",".","",".","",".","",".","6.7","",".",".","",".","",".","",".",".",".","."
"Professionals","","","16","3.981","87.5","6.3","",".","",".","",".","",".","",".","6.3","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","17","3.982","88.2","5.9","",".","",".","",".","",".","",".","5.9","",".",".","",".","",".","",".",".",".","."
