"OPHTHALMOLOGY AND VISUAL  Section","","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","",""
"699","001","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","290","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","292","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","294","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","297","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","8","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"910","041","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"910","042","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"910","043","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"910","081","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","6","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"919","041","4","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","042","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Indiv 4th Yr Clin Clerkship","Course Total","5","***","","","","","","","","","","","","","","","","","","","","","","",""
"OPHTHALM
702","Dept. Total","19","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","3","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Senior","","5","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Undergraduates","","8","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Prof Yr 4","","11","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Professionals","","11","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"","Dept. Total","19","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
