"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"716","020","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"716","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"716","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Preventn&Mgmt-Hlth Probs II","Course Total","","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"719","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"719","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Field Stdy-Clinic Nsg","Course Total","","9","4.000","11.1",".",".",".",".",".",".","88.9",".",".",".",".",".",".",".","."
"733
Birth&The Postbirth Period","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"746
Intrdis Care-Chld/Chron Illnss","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"747","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"747","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","047","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"747","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","073","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"747","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum-A Functional Area","Course Total","","15","4.000","20.0",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","."
"754
Adv Prac Nursng:Mentl Disordrs","001","","21","3.952","90.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"798","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"798","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research Practicum","Course Total","","10","4.000","20.0",".",".",".",".",".",".","70.0",".",".",".","10.0",".",".",".","."
"799","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","100","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","3","***","","","","","","","","","","","","","","","",""
"815
Knowledge Developmt in Nursing","001","","7","3.643","57.1","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"816
Proseminar in Nursing Research","001","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
