"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"HUMAN ONCOLOGY","Section","#","Ave","A","AB","B","","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"480
H ONCOL","","","","","","","","","","","","","","","","","","","","","","","",""
"699
Ind Stdy-Hum Cancer Bio","015","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"910","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"910","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"910","061","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"922","007","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","009","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","010","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","011","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","012","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","041","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","042","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","043","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","046","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Radiation Oncology-CSC","Course Total","12","3.974","91.7","8.3","",".",".","",".","",".","",".",".","",".",".",".",".",".",".",".","."
"990
Rsch in Human Cancer Bio","022","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"H ONCOL
480","Dept. Total","17","3.982","88.2","5.9","",".",".","",".","",".","",".","5.9","",".",".",".",".",".",".",".","."
