"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT  - FINAL","","","","","",""
"","","","","","","","","","","","","RUN DATE:","10/9/2015"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","12:57:40PM"
"","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: ART EDUCATION (DEPARTMENT OF ART) (176)","","","","","","","","","","","",""
"TERM:","1162","","","","","","","","","","","",""
"","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","ART EDUCATION (DEPARTMENT OF ART)","","","","","","","","","","","",""
"A1
 323
LAB","001","2","08:00 - 11:30","M","T","W","0469 6111","4","4","0000426349","MARY HOEFFERLE","",""
"A1
 324
LAB","002","1","08:00 - 11:30","M","T","W","0469 6111","4","4","0000426349","MARY HOEFFERLE","",""
"A1
 470
FLD","001","1","08:00 - 15:00","","","R
F","OFF CAMPUS","4","4","0000426349","MARY HOEFFERLE","",""
"A1
 493
FLD","001","1","08:00 - 15:00","","","R
F","OFF CAMPUS","4","4","0000426349","MARY HOEFFERLE","",""
"","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
