"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"625
Toxicology I","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","163","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","167","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","3","***","","","","","","","","","","","","","","","",""
"812","081","","26","3.346","23.1","23.1","53.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","082","","24","3.354","20.8","29.2","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","083","","22","3.455","31.8","27.3","40.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prin Int Med-Basic Clrkship","Course Total","","72","3.382","25.0","26.4","48.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"915","044","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"915","045","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"915","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Therapeut&Cl Pharmacol-VAH","Course Total","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"919","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","5","***","","","","","","","","","","","","","","","",""
"920","041","","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","042","","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","043","","18","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","044","","19","3.658","42.1","47.4","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","045","","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","046","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Req 4th Yr Med Subintrnshp","Course Total","","79","3.835","69.6","27.8","2.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"921","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","044","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ambulat Med Clerk-Stdt Hlth","Course Total","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"923
Gen Med Clerkship-Meriter","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"924
Gen Med Clerkship-VAH","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"925","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"925","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Med Clerk-LaCrosse","Course Total","","2","***","","","","","","","","","","","","","","","",""
"927","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"927","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Med Clerkship-Freeport","Course Total","","2","***","","","","","","","","","","","","","","","",""
"928","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"928","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"928","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Med Subintern-Milwaukee","Course Total","","4","***","","","","","","","","","","","","","","","",""
"933
Geriat Subinternshp-CSC/VAH","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"936
Oncol Conslt&Outpt Clrk-VAH","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 338 of 391",""
