"TERM : 1022","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2001-2002","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL PHYSICS","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","","",""
"MED PHYS
621","Dept. Total","159","3.509","31.4","22.6","15.1","2.5",".","",".","",".","22.6","",".",".","",".","3.8","","0.6",".",".","1.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","2.500",".",".",".","100.0",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","13","3.371","23.1","30.8","30.8",".","7.7","",".","",".","7.7","",".",".","",".",".","",".",".",".","."
"Undergraduates","","14","3.318","21.4","28.6","28.6","7.1","7.1","",".","",".","7.1","",".",".","",".",".","",".",".",".","."
"Special","","1","3.000",".",".","100.0",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","134","3.603","36.6","19.4","11.9","2.2",".","",".","",".","23.1","",".",".","",".","6.7","",".",".",".","."
"Prof Yr 4","","2","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","151","3.564","35.8","19.9","13.9","2.6","0.7","",".","",".","21.2","",".",".","",".","6.0","",".",".",".","."
