"","988
041","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","988
042","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","988
043","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Clin Elect Rheumtol-CSC/VAH","Course Total","3","***","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE
632","Dept. Total","326","3.618","50.0","26.1","15.6",".","",".","",".","","0.3","2.1","",".",".","",".","",".","",".",".",".","5.8"
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","6","",".",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","100.0"
"Prof Yr 1","","9","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","6","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","70","3.349","24.3","24.3","50.0","1.4","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","208","3.625","27.9","23.6","15.4",".","",".","",".","",".","32.7","",".",".","",".","",".","",".",".",".","0.5"
"Professionals","","293","3.472","30.7","22.5","22.9","0.3","",".","",".","",".","23.2","",".",".","",".","",".","",".",".",".","0.3"
"","Dept. Total","301","3.474","30.6","21.9","22.3","0.3","",".","",".","",".","22.6","",".",".","",".","",".","",".",".",".","2.3"
