"TERM : 1022","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2001-2002","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL SCIENCES - VET MED","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","","","","","","","",""
"MED SC-V
623","Dept. Total","685","3.287","18.7","5.0","12.7","0.7","2.0","",".","",".","60.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","287","3.617","11.8","11.1","5.2",".",".","",".","",".","71.8","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","104","",".",".",".",".",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","164","2.789","2.4","4.3","25.0","1.8","12.8","",".","",".","53.7","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","460","4.000","38.7",".",".",".",".","",".","",".","59.1","",".","2.2","",".","",".","",".",".",".","."
"Professionals","","1015","3.331","21.3","3.8","5.5","0.3","2.1","",".","",".","66.0","",".","1.0","",".","",".","",".",".",".","."
"","Dept. Total","1016","3.334","21.4","3.8","5.5","0.3","2.1","",".","",".","65.9","",".","1.0","",".","",".","",".",".",".","."
