"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","",""
"Cardiovasc&Pulmonry Treatmt","523
001","","24","3.563","50.0","33.3","8.3","4.2",".","4.2",".",".",".",".",".",".",".",".",".","."
"Foundatns-Phy Ther Practice","527
001","","24","3.438","20.8","45.8","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","538
001","","11","",".",".",".",".",".",".",".",".",".","90.9",".",".",".",".",".","."
"","538
002","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues I","Course Total","","24","",".",".",".",".",".",".",".",".",".","95.8",".",".",".",".",".","."
"","540
001","","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","540
002","","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues III","Course Total","","38","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Chldrn-Motor Cont Dysfunctn","635
001","","39","3.697","48.7","38.5","10.3",".",".",".",".",".",".",".",".",".",".",".","2.6","."
"Scientific Inquiry-Phy Ther","640
001","","24","3.500","37.5","25.0","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Issues-Rehabilitatn","641
001","","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Research Practicum","642
001","","24","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship II","651
001","","41","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship III","652
001","","41","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clin Path: Implications for PT","665
001","","38","3.645","47.4","34.2","18.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musculoskel Assesmnt&Trtmnt I","676
001","","39","3.382","12.8","48.7","35.9",".",".",".",".","2.6",".",".",".",".",".",".",".","."
"","799
035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
036","","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Independent Study","Course Total","","21","",".",".",".",".",".",".",".",".",".","95.2",".",".",".",".",".","."
"PHY THER
745","Dept. Total","","394","3.540","17.3","18.3","11.2","0.3",".","0.3",".","0.3",".","51.8",".",".",".",".","0.3","."
