"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PHYSICIAN ASSISTANT PROGR","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","",""
"Thry & Prac-Emergency Care","348
001","29","3.190","13.8","17.2","62.1","6.9",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Med-Phy Asst I","400
001","31","3.645","45.2","38.7","16.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pediatrics for Phy Assts I","402
001","30","3.333","13.3","46.7","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Patnt Eval/Prim Care I","420
001","28","3.375","14.3","50.0","32.1","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"Obs & Gyn-Physician Asstnts","430
001","28","3.625","57.1","14.3","25.0","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Surgery Preceptor","629
001","16","3.750","56.3","37.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","639
001","24","3.854","83.3","12.5",".",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","639
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Phy Asst Primry Care Precpt","Course Total","29","3.879","86.2","10.3",".",".","3.4",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Internl Med Precpt","649
001","14","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","5","***","","","","","","","","","","","","","","","",""
"PHY ASST
750","Dept. Total","210","3.695","40.5","29.5","24.8","3.8","1.4",".",".",".",".",".",".",".",".",".",".","."
