"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"AFRO-AMERICAN STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"106
AFROAMER","","","","","","","","","","","","","","","","","","","",""
"Directed Study","198","066","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","199","022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Afro-Am History","231","001","109","2.822","19.3","12.8","23.9","11.9","19.3","7.3","0.9","3.7","0.9",".",".",".",".",".",".","."
"Intro-Africn Art&Architectr","241","001","89","3.670","70.8","11.2","6.7","6.7","1.1","1.1","1.1","1.1",".",".",".",".",".",".",".","."
"Intro Lit:18c-Harlm Renaiss","267","001","96","2.979","24.0","17.7","24.0","19.8","7.3","1.0","5.2",".",".",".",".",".","1.0",".",".","."
"Africa: Introductory Survey","277","001","41","3.000","29.3","9.8","29.3",".","22.0","2.4","2.4","2.4","2.4",".",".",".",".",".",".","."
"Blacks, Film, and Society","303","001","51","3.326","25.5","29.4","21.6","9.8","2.0","2.0",".","9.8",".",".",".",".",".",".",".","."
"Artistc/Cult Image-Bl Women","366","001","21","3.289","23.8","9.5","52.4","4.8",".",".",".","9.5",".",".",".",".",".",".",".","."
"Contemp Afrcn&Caribbn Drama","413","001","7","3.357","28.6","42.9",".","28.6",".",".",".",".",".",".",".",".",".",".",".","."
"Black Feminisms","423","001","9","3.556","55.6",".","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mutl Perceptns-Racl Minorty","443","001","11","3.000",".","27.3","45.5","27.3",".",".",".",".",".",".",".",".",".",".",".","."
"The Afro-American Family","521","001","19","3.658","42.1","47.4","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Major Authors","525","001","18","3.694","50.0","44.4",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Hist-Civ Rghts Movmnt in US","628","001","21","3.025","4.8","33.3","33.3","9.5","14.3",".",".","4.8",".",".",".",".",".",".",".","."
"Afro-Amer History to 1900","635","001","21","3.429","38.1","23.8","23.8","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Afro-Am History","671","001","18","4.000","94.4",".",".",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"","672","001","11","3.409","36.4","45.5","9.1",".",".","9.1",".",".",".",".",".",".",".",".",".","."
"","672","002","9","3.643","33.3","33.3","11.1",".",".",".",".","22.2",".",".",".",".",".",".",".","."
"","672","003","6","3.250","16.7","33.3","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Selected Topics:Afro-Am Lit","","Course Total","26","3.438","30.8","38.5","15.4","3.8",".","3.8",".","7.7",".",".",".",".",".",".",".","."
"Topics in Afro-Amer Culture","675","001","12","3.455","25.0","50.0","8.3",".","8.3",".",".",".",".",".",".",".",".","8.3",".","."
"Visual Culture&Crit Race Thry","679","001","7","3.429","42.9","28.6","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","681","022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","691","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","020","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","022","14","3.563","64.3","14.3",".",".","14.3",".","7.1",".",".",".",".",".",".",".",".","."
"Directed Study-Afro-Am Stdy","","Course Total","18","3.480","55.6","22.2",".",".","16.7",".","5.6",".",".",".",".",".",".",".",".","."
"","790","013","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","790","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","790","022","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","5","***","","","","","","","","","","","","","","","",""
