"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"HUMAN ONCOLOGY","Section","#","Ave","A","AB","","B","BC","C","","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"480
H ONCOL","","","","","","","","","","","","","","","","","","","","","","","",""
"510
Topics in Oncology","001","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699
Ind Stdy-Hum Cancer Bio","047","4","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","001","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","003","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","005","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","006","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","007","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","009","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","010","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","011","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","012","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","013","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","043","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","045","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Radiation Oncology-CSC","Course Total","19","3.947","73.7","",".","5.3",".","",".","",".","",".","",".",".",".",".",".",".",".",".","21.1"
"990","013","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","015","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","036","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","037","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Rsch in Human Cancer Bio","Course Total","5","***","","","","","","","","","","","","","","","","","","","","",""
