"","920
041","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
042","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
043","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Rehabilitatn Med Clerk-CSC","Course Total","","15","3.921","86.7","13.3",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"RHAB MED
840","Dept. Total","","15","3.921","86.7","13.3",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"840
RHAB MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","30","3.484","23.3","53.3","23.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","4","3.833","50.0","50.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","34","3.563","26.5","52.9","20.6",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","35","3.593","28.6","51.4","20.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
