"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"SENIOR MEDICAL PROGRAM","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","",""
"","812","001","24","3.625","29.2","66.7","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","812","002","22","3.795","63.6","31.8","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","812","003","25","3.740","48.0","52.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"3rd Yr Primary Care Clrkshp","","Course Total","71","3.718","46.5","50.7","2.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Preceptorship-Appleton","851","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Ashland","852","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Beaver Dam","853","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Beloit","854","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Blk Riv Falls","855","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Eau Claire","856","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Green Bay","858","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Janesville","859","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-LaCrosse","860","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Madison","861","001","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Preceptorship-Marshfield","862","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Milwaukee","863","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Monroe","864","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Rhinelander","865","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Rice Lake","866","001","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Preceptorship-Shawano","867","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Sheboygan","868","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Viroqua","870","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Wausau","871","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Woodruff","872","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Cl Clrkshp-Area Hlth Ed Ctr","920","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","921","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","921","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Extram Elect-Anesthesiology","","Course Total","4","***","","","","","","","","","","","","","","","",""
"Extramur Elect-Family Med","922","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","924","001","12","3.698","58.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","924","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Extramur Elect-Medicine","","Course Total","14","3.672","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Extramur Elect-Obstet & Gyn","926","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Extramur Elect-Ophthalmolgy","927","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","929","001","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","929","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Extramur Elect-Pediatrics","","Course Total","7","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Extramur Elect-Psychiatry","931","001","6","3.923","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Extramur Elect-Radiology","932","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","933","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","933","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
