"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"739
Nursing Assessment of Dev","001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"745
Prev Hlth Care-Childn&Adol","001","","9","3.556","33.3","55.6",".","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"747","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","053","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"747","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum-A Functional Area","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"748
Leadershp-Roles,Ethics,Care","001","","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"798","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"798","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"798","045","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"798","068","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"798","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research Practicum","Course Total","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","087","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","7","4.000","85.7",".",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"810
Smr-Nursing Practice Thry","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"811
Physiological Basis-Nursing","001","","14","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"860","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"860","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Cl Rsch:Illns,Treat&Hosplzn","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"862","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"862","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Cl Rsch:Nursng Care Delivry","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","018","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","062","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis Research","Course Total","","12","4.000","41.7",".",".",".",".",".",".","58.3",".",".",".",".",".",".",".","."
"991
Smr-Nursing Research","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 357 of 375",""
