"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","",""
"SURGICAL SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","",""
"501
Radiographic Anat-Dog&Cat","001","82","3.549","37.8","36.6","23.2","2.4",".",".",".",".",".",".",".",".",".",".",".","."
"542
Veterinary Ophthalmology","001","73","3.548","37.0","41.1","16.4","5.5",".",".",".",".",".",".",".",".",".",".",".","."
"630
Small Animal Surgery","001","72","2.840","5.6","13.9","47.2","9.7","23.6",".",".",".",".",".",".",".",".",".",".","."
"632
Small Animal Surgery Lab","001","70","4.000","1.4",".",".",".",".",".",".","97.1",".",".",".","1.4",".",".",".","."
"634
Small Animal Anesthesia Lab","001","70","",".",".",".",".",".",".",".","97.1",".",".",".","2.9",".",".",".","."
"642
Large Animal Surgery","001","33","4.000","21.2",".",".",".",".",".",".","78.8",".",".",".",".",".",".",".","."
"644
Small Orthopedic Surgery","001","25","4.000","68.0",".",".",".",".",".",".","32.0",".",".",".",".",".",".",".","."
"645","001","29","4.000","44.8",".",".",".",".",".",".","55.2",".",".",".",".",".",".",".","."
"645","203","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Small Animal Genrl Surgery","Course Total","30","4.000","43.3",".",".",".",".",".",".","56.7",".",".",".",".",".",".",".","."
"646
Veterinary Anesthesiology","001","24","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"647
Radiology Clinics","001","35","4.000","20.0",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","."
"675
Special Topics","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","2","***","","","","","","","","","","","","","","","",""
"741
Clinical Ophthalm Rotation","001","28","4.000","46.4",".",".",".",".",".",".","53.6",".",".",".",".",".",".",".","."
"743
Adv Anesthlgy/Crit Care Med","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"745
Small Animal Orthopedics","001","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"775","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"775","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"775","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"775","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"775","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"775","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"775","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"775","016","2","***","","","","","","","","","",".",".",".",".",".",".","."
"775","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"775","021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"775","022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Externship","Course Total","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
