"Pediatric Neurol Clerk-CSC","965
001","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Pediatric Sports Med-CSC","966
001","4","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Ped Pulmon/Allergy Clrk-CSC","967
001","4","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PEDIAT
708","Dept. Total","146","3.591","41.8","40.4","15.1",".","0.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","2.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","2","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","2","",".",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","100.0"
"Prof Yr 1","","30","3.734","60.0","30.0","10.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","17","3.510","47.1","23.5","23.5",".","5.9","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","63","3.503","23.8","54.0","22.2",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","32","3.771","56.3","37.5","3.1",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","3.1"
"Professionals","","142","3.588","41.5","41.5","15.5",".","0.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","0.7"
"","Dept. Total","146","3.591","41.8","40.4","15.1",".","0.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","2.1"
