"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FAMILY MEDICINE","Section","","#","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Individualized 4th Yr Clerk","919","001","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clrkshp Fam Med&Prac-Madisn","920","001","5","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clerk-FamMed&Prac-Appleton","921","001","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clin Clerk/Fam Med-St Lukes","930","001","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Cl Mgmt-Addictv Disordr-Mad","931","001","4","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Sports Medicine","933","001","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Univ Hsp Fam Prac Sub-Intrn","935","001","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"FAM MED
370","","Dept. Total","16","3.885","62.5","18.8","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","18.8"
