"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL SCIENCES - MED SCH","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","","","","","","","",""
"Directed Study","699
024","3","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Hematology","703
001","138","3.572","62.3",".","32.6",".","5.1",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Cardiovascular System","706
001","140","3.417","50.7",".","39.3",".","9.3",".","",".","",".",".","",".",".","",".","",".","",".",".","0.7"
"Gastrointestinal Tract","707
002","13","3.923","92.3",".","7.7",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Hepatic","708
002","13","3.923","92.3",".","7.7",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Renal","709
001","142","3.613","61.3",".","38.7",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Respiratory System","715
001","138","3.745","75.4",".","22.5",".","1.4",".","",".","",".",".","",".",".","",".","",".","",".",".","0.7"
"Pharmacology","717
001","141","3.536","56.0",".","40.4",".","2.8",".","",".","",".",".","",".",".","",".","",".","",".",".","0.7"
"Smr-Contemp Iss:Health Care","719
001","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Patient, Doctor & Society I","800
001","141","4.000","0.7",".",".",".",".",".","",".","","99.3",".","",".",".","",".","",".","",".",".","."
"Clin Medicine & Practice II","802
001","137","3.584","60.6",".","37.2",".","2.2",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"MED SC-M
622","Dept. Total","1008","3.583","53.2","0.1","29.4",".","2.9","",".","",".","14.2","",".",".","",".","",".","",".",".",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","6","3.455","50.0",".",".",".","16.7","",".","",".","33.3","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","7","3.571","57.1",".",".",".","14.3","",".","",".","28.6","",".",".","",".","",".","",".",".",".","."
"Graduate","","1","2.000",".",".",".",".","100.0","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","143","3.417","2.1",".","1.4",".",".","",".","",".","96.5","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","852","3.586","61.9","0.1","34.4",".","3.2","",".","",".","0.1","",".",".","",".","",".","",".",".",".","0.4"
"Prof Yr 3","","5","3.571","40.0",".","20.0",".",".","",".","",".","40.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","1000","3.585","53.2","0.1","29.6",".","2.7","",".","",".","14.1","",".",".","",".","",".","",".",".",".","0.3"
"","Dept. Total","1008","3.583","53.2","0.1","29.4",".","2.9","",".","",".","14.2","",".",".","",".","",".","",".",".",".","0.3"
