"","934
003","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Extramur Elect-Surgery","Course Total","8","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Extramural Elec-Primry Care","935
001","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Extramur Elec-Emergency Med","936
001","7","3.786","57.1","42.9",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"SR MED
882","Dept. Total","204","3.745","57.4","35.8","5.9","0.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","42","3.812","69.0","28.6","2.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","8","3.688","50.0","37.5","12.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","70","3.708","44.3","52.9","2.9",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","84","3.756","63.1","25.0","9.5","1.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.2"
"Professionals","","204","3.745","57.4","35.8","5.9","0.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","0.5"
"","Dept. Total","204","3.745","57.4","35.8","5.9","0.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","0.5"
